cue/word,response/neighbor,similarity,P(r|c)
poetry,poems,0.8325878381729126,0.006968641114982578
crucial,vital,0.8207720518112183,0.07258064516129033
anybody,anyone,0.8239069581031799,0.07662835249042145
bathroom,restroom,0.8025196194648743,0.023809523809523808
lab,laboratory,0.8496562838554382,0.02097902097902098
bit,little,0.8074833750724792,0.08614232209737828
depend,depends,0.8749783635139465,0.007905138339920948
four,two,0.8974584937095642,0.015209125475285171
father,dad,0.8040656447410583,0.17375886524822695
father,grandfather,0.8048632740974426,0.010638297872340425
father,brother,0.8240807056427002,0.028368794326241134
father,son,0.8933086395263672,0.024822695035460994
psychologist,psychiatrist,0.8014087080955505,0.025089605734767026
grandmother,mother,0.8442240953445435,0.036101083032490974
often,frequently,0.8261222243309021,0.1078838174273859
often,sometimes,0.8321629166603088,0.024896265560165973
smile,grin,0.860400915145874,0.06825938566552901
mostly,mainly,0.825613796710968,0.014018691588785047
teaspoon,tablespoon,0.8343369960784912,0.08650519031141868
discourage,deter,0.8068034648895264,0.009523809523809525
black,white,0.8092215657234192,0.2109090909090909
mayor,mayoral,0.8018794059753418,0.00390625
someone,somebody,0.8726022243499756,0.045283018867924525
dumb,stupid,0.8173139095306396,0.22142857142857142
battle,battles,0.8288819789886475,0.0034482758620689655
daughter,son,0.8468297719955444,0.14788732394366197
daughter,niece,0.8637571334838867,0.0035211267605633804
daughter,mother,0.8706234097480774,0.1267605633802817
filter,filters,0.8352906703948975,0.0036231884057971015
dance,dancing,0.8380804061889648,0.0036101083032490976
forbid,prohibit,0.8740188479423523,0.031007751937984496
might,could,0.8094449639320374,0.07894736842105263
might,may,0.8299570679664612,0.06015037593984962
airplane,plane,0.8348401188850403,0.03508771929824561
very,extremely,0.8669428825378418,0.06666666666666667
workshop,seminar,0.8163325190544128,0.02142857142857143
nonetheless,nevertheless,0.8777859807014465,0.06806282722513089
incredible,unbelievable,0.8354169130325317,0.09407665505226481
nothing,anything,0.8027682304382324,0.022222222222222223
lawyer,attorney,0.8204511404037476,0.06315789473684211
evaluate,assess,0.837673008441925,0.04119850187265917
increase,decrease,0.8370317816734314,0.08214285714285714
rose,climbed,0.8045110106468201,0.003436426116838488
win,victory,0.8021051287651062,0.04411764705882353
nevertheless,nonetheless,0.8777859807014465,0.0514018691588785
fantastic,wonderful,0.8047919273376465,0.12099644128113879
fantastic,terrific,0.8317593932151794,0.014234875444839857
husband,wife,0.8294166326522827,0.23049645390070922
excited,thrilled,0.841103196144104,0.041044776119402986
accident,crash,0.8039107918739319,0.07420494699646643
more,less,0.8099882006645203,0.15328467153284672
terrorism,terror,0.8522104620933533,0.003816793893129771
movie,film,0.8676770925521851,0.16423357664233576
gold,silver,0.8313291668891907,0.13993174061433447
double,triple,0.8152856826782227,0.05673758865248227
dilemma,conundrum,0.8690544366836548,0.010948905109489052
dilemma,quandary,0.8779642581939697,0.01824817518248175
terror,terrorist,0.8476203083992004,0.05
terror,terrorism,0.8522104620933533,0.0035714285714285713
southern,western,0.8157097101211548,0.003663003663003663
wife,husband,0.8294166326522827,0.15734265734265734
restaurant,eatery,0.8687878251075745,0.017793594306049824
aspect,facet,0.8141565322875977,0.034782608695652174
strange,weird,0.8164579272270203,0.22627737226277372
wonderful,fantastic,0.8047919273376465,0.042105263157894736
wonderful,marvelous,0.8188855648040771,0.014035087719298246
towards,toward,0.8209088444709778,0.003703703703703704
weird,strange,0.8164579272270203,0.1962962962962963
married,divorced,0.8280807733535767,0.042105263157894736
convince,persuade,0.8928800821304321,0.14859437751004015
early,late,0.8121282458305359,0.12406015037593984
baby,newborn,0.8206996917724609,0.02097902097902098
faster,quicker,0.8492985367774963,0.09252669039145907
lower,higher,0.8524019122123718,0.0931899641577061
morning,afternoon,0.884961724281311,0.039568345323741004
surprised,shocked,0.8090524673461914,0.09652509652509653
gay,lesbian,0.8117856383323669,0.06159420289855073
gay,homosexual,0.8145632743835449,0.14130434782608695
film,movie,0.8676770925521851,0.27208480565371024
late,early,0.8121282458305359,0.08695652173913043
would,could,0.8323203325271606,0.23595505617977527
attorney,lawyer,0.8204511404037476,0.2
photo,photograph,0.8459690809249878,0.018050541516245487
province,provincial,0.8049131035804749,0.02032520325203252
scared,frightened,0.8272132873535156,0.18021201413427562
ankle,knee,0.8969994783401489,0.04964539007092199
sell,buy,0.8308461308479309,0.22344322344322345
trash,garbage,0.8452933430671692,0.1935483870967742
everybody,everyone,0.8836734294891357,0.08185053380782918
brother,uncle,0.8177262544631958,0.0034965034965034965
brother,father,0.8240807056427002,0.06643356643356643
brother,son,0.8379531502723694,0.013986013986013986
stupid,dumb,0.8173139095306396,0.20588235294117646
pistol,rifle,0.8416529893875122,0.017985611510791366
should,ought,0.8174594044685364,0.06642066420664207
grandfather,father,0.8048632740974426,0.028268551236749116
persuade,convince,0.8928800821304321,0.17551020408163265
phone,telephone,0.8224020004272461,0.028169014084507043
usually,normally,0.8023926615715027,0.04838709677419355
usually,typically,0.8902467489242554,0.012096774193548387
extremely,very,0.8669428825378418,0.20600858369098712
refrigerator,fridge,0.8606219291687012,0.03125
forest,forests,0.868198037147522,0.003389830508474576
concerned,worried,0.8475574254989624,0.22692307692307692
evening,afternoon,0.8089420795440674,0.010380622837370242
evening,night,0.8094645142555237,0.14186851211072665
uncle,brother,0.8177262544631958,0.03345724907063197
uncle,nephew,0.8486608862876892,0.011152416356877323
uncle,father,0.8542662858963013,0.01486988847583643
frequently,often,0.8261222243309021,0.2749003984063745
relieve,alleviate,0.8184146285057068,0.00411522633744856
protect,safeguard,0.8328794240951538,0.018115942028985508
okay,ok,0.8567796349525452,0.012605042016806723
okay,alright,0.8877537846565247,0.06302521008403361
ought,should,0.8174594044685364,0.33203125
telephone,phone,0.8224020004272461,0.025547445255474453
buy,sell,0.8308461308479309,0.1003584229390681
beautiful,lovely,0.8106936812400818,0.06007067137809187
beautiful,gorgeous,0.8353003859519958,0.06007067137809187
bike,bicycle,0.8521308302879333,0.05985915492957746
normally,usually,0.8023926615715027,0.20078740157480315
earthquake,temblor,0.8145468235015869,0.015267175572519083
aunt,niece,0.8321252465248108,0.018315018315018316
aunt,mother,0.843592643737793,0.02564102564102564
month,week,0.8365198969841003,0.0539568345323741
second,fifth,0.8298293948173523,0.0037735849056603774
second,fourth,0.8773223757743835,0.01509433962264151
second,third,0.8928131461143494,0.07547169811320754
horrible,horrendous,0.8412426114082336,0.007042253521126761
billion,million,0.8056736588478088,0.14814814814814814
angry,irate,0.8138924837112427,0.025
below,above,0.8064708709716797,0.07220216606498195
terrific,fantastic,0.8317593932151794,0.09246575342465753
ski,skiing,0.8199659585952759,0.0035087719298245615
plane,airplane,0.8348401188850403,0.03484320557491289
amazing,unbelievable,0.820126473903656,0.014234875444839857
amazing,awesome,0.8282866477966309,0.0711743772241993
classify,categorize,0.8046503663063049,0.06324110671936758
above,below,0.8064708709716797,0.15
prohibit,forbid,0.8740188479423523,0.03007518796992481
somebody,someone,0.8726022243499756,0.08984375
eastern,southern,0.851678729057312,0.015873015873015872
eastern,northern,0.8531491756439209,0.015873015873015872
eastern,western,0.8870898485183716,0.1349206349206349
anyone,anybody,0.8239069581031799,0.04132231404958678
male,female,0.8405334949493408,0.15770609318996415
rib,ribs,0.8285230994224548,0.0035335689045936395
dad,father,0.8040656447410583,0.24087591240875914
but,although,0.8104525804519653,0.026515151515151516
ok,alright,0.8077973127365112,0.12448132780082988
ok,okay,0.8567796349525452,0.02074688796680498
pleased,delighted,0.8383973836898804,0.019157088122605363
jail,prison,0.8501915335655212,0.18772563176895307
blond,blonde,0.8595699667930603,0.014336917562724014
nuclear,atomic,0.8132341504096985,0.01056338028169014
legislation,bill,0.8184378743171692,0.020905923344947737
deer,elk,0.8209145665168762,0.013986013986013986
decrease,increase,0.8370317816734314,0.08582089552238806
girlfriend,fiancee,0.8601031303405762,0.007352941176470588
girlfriend,boyfriend,0.880459725856781,0.13602941176470587
lovely,gorgeous,0.8014093637466431,0.014134275618374558
lovely,beautiful,0.8106936812400818,0.13074204946996468
clothing,clothes,0.8048102259635925,0.020618556701030927
female,male,0.8405334949493408,0.1474820143884892
democracy,democratic,0.8644480109214783,0.0035842293906810036
bicycle,bike,0.8521308302879333,0.055350553505535055
achieve,attain,0.8304682374000549,0.025830258302583026
may,might,0.8299570679664612,0.0694980694980695
plant,plants,0.8109676837921143,0.003484320557491289
white,black,0.8092215657234192,0.15789473684210525
afternoon,evening,0.8089420795440674,0.05338078291814947
afternoon,morning,0.884961724281311,0.07829181494661921
regardless,irrespective,0.8049235939979553,0.024752475247524754
boyfriend,girlfriend,0.880459725856781,0.15849056603773584
likelihood,probability,0.8180941939353943,0.11336032388663968
accusation,allegation,0.8555527925491333,0.0036496350364963502
everyone,everybody,0.8836734294891357,0.053231939163498096
sofa,couch,0.8309178948402405,0.2746478873239437
week,month,0.8365198969841003,0.1111111111111111
toward,towards,0.8209088444709778,0.011538461538461539
triumph,victory,0.8288328051567078,0.12408759124087591
victory,win,0.8021051287651062,0.16967509025270758
victory,triumph,0.8288328051567078,0.036101083032490974
son,brother,0.8379531502723694,0.028469750889679714
son,grandson,0.8408660292625427,0.0071174377224199285
son,daughter,0.8468297719955444,0.19217081850533807
son,nephew,0.8531849384307861,0.0035587188612099642
son,father,0.8933086395263672,0.10320284697508897
mathematics,math,0.8161376714706421,0.01048951048951049
grin,smile,0.860400915145874,0.29850746268656714
night,evening,0.8094645142555237,0.04794520547945205
dancing,dance,0.8380804061889648,0.0076045627376425855
huh,eh,0.8012536764144897,0.017391304347826087
silver,gold,0.8313291668891907,0.21993127147766323
less,more,0.8099882006645203,0.26119402985074625
beard,mustache,0.8025586605072021,0.03793103448275862
sometimes,often,0.8321629166603088,0.12244897959183673
although,but,0.8104525804519653,0.15319148936170213
enormous,immense,0.8786669373512268,0.0034129692832764505
western,southern,0.8157097101211548,0.007380073800738007
western,northern,0.8205083608627319,0.007380073800738007
western,eastern,0.8870898485183716,0.055350553505535055
could,might,0.8094449639320374,0.05474452554744526
could,would,0.8323203325271606,0.1678832116788321
especially,particularly,0.8862821459770203,0.05309734513274336
professor,lecturer,0.8011324405670166,0.02142857142857143
fund,funds,0.8087703585624695,0.003676470588235294
restriction,restrictions,0.8486222624778748,0.003745318352059925
laugh,chuckle,0.8091711401939392,0.034482758620689655
seminar,workshop,0.8163325190544128,0.010752688172043012
