cue/word,response/neighbor,similarity,P(r|c)
collar,necktie,0.3607100248336792,0.0036101083032490976
publish,announce,0.3810405135154724,0.007067137809187279
sleep,hours,0.3271706998348236,0.003436426116838488
coming,waiting,0.3317839801311493,0.0036496350364963502
gallery,hall,0.3252379298210144,0.0071174377224199285
donate,generosity,0.38458678126335144,0.007017543859649123
movement,activity,0.317717045545578,0.007220216606498195
intervention,cessation,0.3145197927951813,0.004219409282700422
become,succeed,0.3094572126865387,0.008
listen,yell,0.3797048032283783,0.0036900369003690036
person,boy,0.337341845035553,0.003787878787878788
preach,talk,0.3915061056613922,0.010676156583629894
improvement,renovation,0.3136575222015381,0.007518796992481203
trauma,psychological,0.3902135491371155,0.010526315789473684
people,humans,0.34354501962661743,0.053003533568904596
nasty,rotten,0.39500877261161804,0.007220216606498195
while,rest,0.3117886185646057,0.003968253968253968
get,attain,0.3904421329498291,0.007407407407407408
symptom,characteristic,0.3923840820789337,0.0035971223021582736
nose,poke,0.30726853013038635,0.0035335689045936395
clothing,shopping,0.3112553656101227,0.010309278350515464
decorate,paintings,0.36301159858703613,0.0035971223021582736
winter,ski,0.3435603380203247,0.0034602076124567475
cultural,museum,0.350007563829422,0.007220216606498195
mount,overcome,0.3319295048713684,0.004149377593360996
road,car,0.30077895522117615,0.04844290657439446
collector,inventor,0.32130706310272217,0.0035335689045936395
disturbing,negative,0.3065452575683594,0.0037174721189591076
woman,friend,0.3678354024887085,0.003436426116838488
encounter,romance,0.30879613757133484,0.011538461538461539
weird,love,0.3950882852077484,0.003703703703703704
wolf,lupine,0.36717525124549866,0.0035335689045936395
weed,noxious,0.333454430103302,0.006920415224913495
our,need,0.3126251995563507,0.003745318352059925
muscle,fat,0.3924430310726166,0.01056338028169014
stranger,scary,0.30803027749061584,0.026415094339622643
turn,dig,0.34555527567863464,0.0037735849056603774
mostly,oftentimes,0.3599054217338562,0.004672897196261682
clean,unsullied,0.30223405361175537,0.0036496350364963502
persist,survive,0.35856616497039795,0.004048582995951417
strip,street,0.30584797263145447,0.0037174721189591076
eat,drinks,0.3675622045993805,0.0034965034965034965
soap,laundry,0.3481903374195099,0.0034482758620689655
description,characterization,0.3808644711971283,0.0038314176245210726
charity,homeless,0.32757368683815,0.0036496350364963502
quote,text,0.3865566551685333,0.0071174377224199285
peel,pare,0.3122965693473816,0.007194244604316547
unite,cohesive,0.38410016894340515,0.003676470588235294
dozen,half,0.39610472321510315,0.017857142857142856
motivate,arouse,0.36707615852355957,0.003663003663003663
stir,disturb,0.34245339035987854,0.0036900369003690036
guilt,responsibility,0.3477398753166199,0.00749063670411985
boot,straps,0.30330780148506165,0.007326007326007326
computer,porn,0.3227602243423462,0.0035460992907801418
encourage,affirm,0.30887430906295776,0.007518796992481203
invest,funds,0.30712029337882996,0.007380073800738007
concerning,troubling,0.37676286697387695,0.012244897959183673
huge,strong,0.3105897009372711,0.0035211267605633804
sad,saga,0.3207755982875824,0.0036496350364963502
desire,thoughts,0.30758917331695557,0.0035714285714285713
restrict,withhold,0.3835538923740387,0.0072992700729927005
international,nations,0.3483135402202606,0.011029411764705883
female,breasts,0.3361912965774536,0.01079136690647482
casual,formal,0.3137948513031006,0.014388489208633094
century,era,0.3378360867500305,0.01893939393939394
riot,streets,0.30654919147491455,0.0035335689045936395
workshop,lessons,0.3454919755458832,0.0035714285714285713
opinion,feelings,0.3795325756072998,0.003861003861003861
bold,sexy,0.32373180985450745,0.0035971223021582736
traditional,custom,0.3233430087566376,0.014925373134328358
all,completely,0.3793865442276001,0.0037174721189591076
shallow,surface,0.38209661841392517,0.0036363636363636364
sigh,relief,0.3132001459598541,0.0425531914893617
media,tv,0.31164225935935974,0.07931034482758621
characteristic,personality,0.37905609607696533,0.06513409961685823
donation,benevolence,0.3032359778881073,0.0035211267605633804
difficult,incomprehensible,0.3290218412876129,0.003663003663003663
toward,for,0.33675697445869446,0.0038461538461538464
burden,problem,0.31578847765922546,0.014814814814814815
doctor,healer,0.3835979104042053,0.010676156583629894
wrap,finish,0.3788948059082031,0.021739130434782608
donation,contribute,0.3247246742248535,0.0035211267605633804
tool,device,0.3776024281978607,0.0070921985815602835
consciousness,alertness,0.36303043365478516,0.0037313432835820895
pray,christians,0.3628603518009186,0.0035335689045936395
depart,withdraw,0.3418612480163574,0.0035971223021582736
wire,plastic,0.31061139702796936,0.0035842293906810036
approximately,ten,0.3946935832500458,0.003968253968253968
bet,argue,0.32486119866371155,0.003663003663003663
inspector,authority,0.31517481803894043,0.003745318352059925
clinic,psychiatric,0.37462666630744934,0.003484320557491289
suffer,agony,0.3018593490123749,0.014184397163120567
sensation,instant,0.34533828496932983,0.003663003663003663
crush,kill,0.38498497009277344,0.0035587188612099642
